"","score","text","created"
"2395",0,"whole time, I need to go to safeway<ed><U+00A0><U+00BD><ed><U+00B8><U+00AB>","2016-04-15:16"
"2396",1,"@TheBlackNerd before I forget, unisom is benedryl. Same effective ingredient. Go to Safeway &amp; get the Safeway brand benedryl, take 2.","2016-04-15:16"
"2397",-1,"RT @CAPublicHealth: #Safeway #recalls salads due to #Listeria contamination. More at https://t.co/wYMnryHufB https://t.co/Hsl7qq33AF","2016-04-15:15"
"2398",0,"This 70 something y/o lady tried to fight me at safeway last night for taking ""her"" cheese.
She hit straight in the nose.","2016-04-15:15"
"2399",1,"@rodriguezmanu16 oh no! Which location was this? We would like to address this.","2016-04-15:15"
"2400",2,"Might be here for a while. Over 100 monopoly tickets to open. #monopoly #safeway #grateful #love… https://t.co/JAR2AULakT","2016-04-15:15"
"2401",0,"I just checked in at Safeway with #mPLUSPlaces Download today!  https://t.co/c5MbaQphka","2016-04-15:15"
"2402",1,"Safeway still doesn't let me get a free cookie w/o a parent <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","2016-04-15:15"
"2403",0,"@walkside3 Oh no no no! I thought this too, until I saw them at Raleys and Safeway! :D Yes, you can get your magnum fix in the US.","2016-04-15:15"
"2404",0,"@PaulReadST @cornwell167 @annispice @RuthvenH Safeway 13 years in store, Orange phones 2 yrs retentions team, B/Card 3 yrs C Tax council tax","2016-04-15:15"
"2405",1,"@starbucksgold If I purchase a drink at a Canadian Safeway Starbucks with my gold card does it count towards my everyday challenge?","2016-04-15:15"
"2406",-1,"Safeway is a nightmare today. Low on staff and lots of customers! Long wait times. #bummer","2016-04-15:15"
"2407",0,"@OddEddie think he stockin shelves at Safeway currently tbh","2016-04-15:15"
"2408",-2,"@Safeway hey thanks for ruining my Friday. 4th time in 2 weeks I get a sandwich and it's not wrapped and made wrong. No lunch for me.","2016-04-15:15"
"2409",1,"RT @morganposs: We both have tortilla chips from Safeway!!! #cool #bestfriends #chipsandguac #relationshipgoals https://t.co/aCZKjriIEr","2016-04-15:15"
"2410",0,"@TheTechDad A2: Yes, Safeway #VZWBuzz","2016-04-15:15"
"2411",1,"We both have tortilla chips from Safeway!!! #cool #bestfriends #chipsandguac #relationshipgoals https://t.co/aCZKjriIEr","2016-04-15:15"
"2412",0,"@dennyluv_ go to the Safeway parking lot, dude got tons of it out his trunk.","2016-04-15:15"
"2413",0,"60 Unopened Monopoly Tickets (Safeway) WINNING TICKETS - Bid Now! Only $42.0 https://t.co/gM8H2ZU6Pd https://t.co/cQbrzJUozc","2016-04-15:15"
"2414",0,"60 Unopened Monopoly Tickets (Safeway) WINNING TICKETS - Bid Now! Only $42.0 https://t.co/4SxwRX7XMv https://t.co/J7fhrgEylB","2016-04-15:15"
"2415",0,"60 Unopened Monopoly Tickets (Safeway) WINNING TICKETS - Bid Now! Only $42.0 https://t.co/NPPNMsCb7h https://t.co/4UOz37Cia8","2016-04-15:15"
"2416",0,"RT @rorydoug: I have been FALSELY ACCUSED of using someone else's Safeway rewards points to buy gas. Please RT to spread the truth.","2016-04-15:15"
"2417",0,"60 Unopened Monopoly Tickets (Safeway) WINNING TICKETS - Bid Now! Only $42.0 https://t.co/fS991FD928 https://t.co/rIXJJjGBzy","2016-04-15:15"
"2418",0,"via @CCTimes Hercules: Developer announces plans for Safeway store at Market Hall: The 6.62-acre property, bou... https://t.co/Dv9JYBT1Nu","2016-04-15:15"
"2419",0,"60 Unopened Monopoly Tickets (Safeway) WINNING TICKETS - Bid Now! Only $42.0 https://t.co/DanU1ezCuB https://t.co/Pvvgi9BoNd","2016-04-15:15"
"2420",0,"60 Unopened Monopoly Tickets (Safeway) WINNING TICKETS - Bid Now! Only $42.0 https://t.co/Gs1zB9kt3J https://t.co/HYMG1Zn9eE","2016-04-15:15"
"2421",1,"boy at safeway asked me if i went running. no i just woke up, never got dressed and i always have frizzy hair but thank u for asking <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","2016-04-15:15"
"2422",0,"60 Unopened Monopoly Tickets (Safeway) WINNING TICKETS - Bid Now! Only $42.0 https://t.co/EuaMbrMmPu https://t.co/L3nkaBYMK7","2016-04-15:15"
"2423",0,"60 Unopened Monopoly Tickets (Safeway) WINNING TICKETS - Bid Now! Only $42.0 https://t.co/2yGiZRfmbl https://t.co/G9N1oZE2ad","2016-04-15:15"
"2424",1,"I just learned that #GigHarbor has an @amazon locker now at @Safeway. So excited!","2016-04-15:15"
"2425",0,"60 Unopened Monopoly Tickets (Safeway) WINNING TICKETS - Bid Now! Only $42.0 https://t.co/h0W8AETmts https://t.co/ewkPDE0C97","2016-04-15:15"
"2426",0,"60 Unopened Monopoly Tickets (Safeway) WINNING TICKETS - Bid Now! Only $42.0 https://t.co/QarEwbWFwG https://t.co/z3ABpaboZp","2016-04-15:15"
"2427",0,"60 Unopened Monopoly Tickets (Safeway) WINNING TICKETS - Bid Now! Only $42.0 https://t.co/Hq3D51quRk https://t.co/c1MdxSomr7","2016-04-15:15"
"2428",0,"60 Unopened Monopoly Tickets (Safeway) WINNING TICKETS - Bid Now! Only $42.0 https://t.co/ZOyj0Rsqmj https://t.co/IoXK9Qv4bx","2016-04-15:15"
"2429",0,"Safeway Inc  is looking for a #Pharmacy #Manager - Salinas, CA - Safeway in #Salinas, apply now! #jobs https://t.co/LxGOK9hdhx","2016-04-15:15"
"2430",1,".@TheVictasticK against all odds, the safeway playlist has a good one (human) #HumanCrisis","2016-04-15:15"
"2431",1,"against all odds, the safeway playlist has a good one (Refugee)","2016-04-15:15"
"2432",-1,"@basskeetyy lol. Same. Safeway had a terrible music playlist","2016-04-15:15"
"2433",-1,"#Safeway #recalls salads due to #Listeria contamination. More at https://t.co/wYMnryHufB https://t.co/Hsl7qq33AF","2016-04-15:15"
"2434",1,".@tedcruz I'm gonna stimulate my genitals w/ a jar of peanut butter when I get home. Safeway should be fined for selling it to me amiright?","2016-04-15:15"
"2435",0,"i have never seen such a small amount of power lift someone's ego as much as the guy who helps w self checkout at Safeway.. I'm pissed.","2016-04-15:15"
"2436",0,"This lady really flagged me down in the safeway parking lot to give me my change. Total was 6.98 i threw a 5 and two ones down. this lady...","2016-04-15:15"
"2437",-1,"@lailamckinley who voted for safeway y'all fake smh","2016-04-15:15"
"2438",0,"RT @hpdtraffic: Fri 4/15 8:47am: Motor Vehicle Collision (22), 136X PALI HWY, SAFEWAY PALI, Downtown #hitraffic","2016-04-15:14"
"2439",0,"I never realized people were so invested in Safeway Monopoly.","2016-04-15:14"
"2440",0,"Fri 4/15 8:47am: Motor Vehicle Collision (22), 136X PALI HWY, SAFEWAY PALI, Downtown #hitraffic","2016-04-15:14"
"2441",0,"It's Friday!  Celebrate w/1 dozen donuts from @Safeway for just $5! https://t.co/9QRplCfqXJ #Colorado #Fridayfeeling https://t.co/ixVwF0Pe7T","2016-04-15:14"
"2442",-1,"@quinn_daner do Safeway! It's the bomb","2016-04-15:14"
"2443",0,"Craving a safeway sandwich <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>","2016-04-15:14"
"2444",0,"safeway had $5 dollar sushi bc of the friday deals * *","2016-04-15:14"
"2445",0,"This dude really pulled into safeway with an i8 <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>","2016-04-15:14"
"2446",0,"I just checked in at Safeway with #mPLUSPlaces Download today!  https://t.co/bxsOJsXr4f","2016-04-15:14"
"2447",0,"I have been FALSELY ACCUSED of using someone else's Safeway rewards points to buy gas. Please RT to spread the truth.","2016-04-15:14"
"2448",0,"(Best Price) I Must Keep Calm I Work At Safeway - EngineerTshirts Design https://t.co/RY9comm0QP #bacon #birthday #funny #humor #science","2016-04-15:14"
"2449",3,"I went to Safeway and forgot to bring my 2 instant winners of bonus Monopoly pieces that you're supposed to redeem on your next visit","2016-04-15:14"
"2450",0,"Hercules: Developer announces plans for Safeway store at Market Hall https://t.co/UDVHOF6Fqu","2016-04-15:14"
"2451",1,"@walkside3 Yes, they are, because... Um... they come like three to a box. Look them up on Safeway for kicks. You'll see what I mean.","2016-04-15:14"
"2452",1,"@Safeway best deals -&gt; 4/19:
https://t.co/eUlHDxx2p1
#Colorado #Nebraska #NewMexico #SouthDakota #Wyoming #Freebie https://t.co/MxkSt6M8mH","2016-04-15:14"
"2453",0,"Jim Luce did his own polling on #VanWa’s mayor salary; at Safeway, Java House, the gym, his wife. Says 80 percent are against big raise.","2016-04-15:14"
"2454",-1,"#Safeway #recalls salads due to #Listeria contamination. More at https://t.co/wYMnryHufB","2016-04-15:14"
"2455",1,"Nailed the interview now the District manager just has to approve the promotion and transfer and I'll be a manager at the Hawthorne Safeway","2016-04-15:14"
"2456",0,"@Safeway Please get better stickers for produce; I pay for organic food but then have cheap sticker residue all over it. C'mon, Safeway!","2016-04-15:14"
"2457",0,"I'm waiting in line at Safeway and my dad keeps WALKING AWAY <ed><U+00A0><U+00BD><ed><U+00B8><U+00B0>","2016-04-15:14"
"2458",0,"@WithinRafael yea. I almost never shop at Safeway","2016-04-15:14"
"2459",0,"RT @rmbgrsac: B5 diesel at safeway cle Elum wa.  1.99gallon #biodiesel #renewables # safeway #cleanair https://t.co/Xql4ECDLeJ","2016-04-15:14"
"2460",0,"Hercules: Developer announces plans for Safeway store at Market Hall https://t.co/TGC4N7Y3hv","2016-04-15:14"
"2461",0,"Hercules: Developer announces plans for Safeway store at Market Hall https://t.co/4DYv7JDZhW","2016-04-15:14"
"2462",0,"RT @KoenigKelsey: I just want chicken strips and jojos from Safeway","2016-04-15:14"
"2463",0,"@bbrritttt_ s/o Safeway rewards","2016-04-15:14"
"2464",2,"@tehrenninator he worked for like 2 months last year. Safeway has no idea where his w-2s are... long story ^^;","2016-04-15:14"
"2465",0,"Safeway should close more often. I've never seen so many cars there!","2016-04-15:14"
"2466",1,"Ended up going to Safeway looking like a bum......bumped into half of the Oakland FD <ed><U+00A0><U+00BD><ed><U+00B9><U+0083><ed><U+00A0><U+00BD><ed><U+00B9><U+0083><ed><U+00A0><U+00BD><ed><U+00B9><U+0083><ed><U+00A0><U+00BD><ed><U+00B9><U+0083><ed><U+00A0><U+00BD><ed><U+00B9><U+0083><ed><U+00A0><U+00BD><ed><U+00B9><U+0083><ed><U+00A0><U+00BD><ed><U+00B9><U+0083><ed><U+00A0><U+00BD><ed><U+00B9><U+0083><ed><U+00A0><U+00BD><ed><U+00B9><U+0083>","2016-04-15:14"
"2467",1,"Also Von's/Safeway have crabs for $5.00 today only. $5.00 FRIDAYS!  So make ur ciopinno today if u have one near you. You're welcome!","2016-04-15:14"
"2468",0,"Changes to grocery match-ups and posts - QFC, Fred Meyer, Safeway, Target - https://t.co/8FZiwoZ4G0 https://t.co/R2wdMC1uB5","2016-04-15:14"
"2469",1,"*goes to safeway* 
mom: 4/20's next week right? 
me: yea why
*mom puts 2 eye drop bottles in shopping cart*","2016-04-15:14"
"2470",1,"Just in this store last week &amp; wondered how they could compete w nicer stories nearby. Raleigh Hills Safeway closing https://t.co/XjyJxA7mCz","2016-04-15:14"
"2471",0,"RT @sonic_hedgehog: Moving into 25 with a bang! https://t.co/Qtf5RHiA2u","2016-04-15:14"
"2472",0,"I just want chicken strips and jojos from Safeway","2016-04-15:14"
"2473",0,"B5 diesel at safeway cle Elum wa.  1.99gallon #biodiesel #renewables # safeway #cleanair https://t.co/Xql4ECDLeJ","2016-04-15:14"
"2474",0,"I just checked in at Safeway with #mPLUSPlaces Download today!  https://t.co/BUJKsYqg1a","2016-04-15:13"
"2475",-1,"I hate working on $5 Friday's at Safeway. <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>","2016-04-15:13"
"2476",1,"I think the best decision I made this week was buying a pizza lunchable at Safeway to eat in Rooth's","2016-04-15:13"
"2477",2,"Listening to country music on our way to school eating our Safeway pastries with my best friend<ed><U+00A0><U+00BD><ed><U+00B2><U+0098><ed><U+00A0><U+00BD><ed><U+00B2><U+0081><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>mornings like these<ed><U+00A0><U+00BC><ed><U+00BC><U+009E>","2016-04-15:13"
"2478",0,"@NickMaschino1 you rock Safeway!!","2016-04-15:13"
"2479",0,"When Safeway closes one of their stores, you buy all their beer. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB> #priorities… https://t.co/cz9tLHUuBs","2016-04-15:13"
"2480",0,"NEW JOB: Deer Valley AZ - Information Security Analyst PCI Compliance  Control Analyst - T... https://t.co/tLqtZhYDLd #Safeway #job #jobs","2016-04-15:13"
"2481",1,"@allikalani texting does exist still alicia allikalani malnberg, at Safeway, an work at 11. What's up","2016-04-15:13"
"2482",0,"The Raleigh Hills Safeway is closing https://t.co/J8L5bMC1il","2016-04-15:13"
"2483",0,"@ChrisCBS4 I went to my Safeway here in Parker this AM! I think they got the memo for the weekend!","2016-04-15:13"
"2484",1,"This Safeway is phenomenal omg","2016-04-15:13"
"2485",0,"@ProudNative80 @Safeway  Safeway uses the police as their strong arm bully I have a strong case it's just painful. https://t.co/qV3mnDu4Dq","2016-04-15:13"
"2486",0,"Safeway Inc., but for Teens.","2016-04-15:13"
"2487",0,"Still gonna go to Safeway for lunch, I don't care if ISIS is out there","2016-04-15:13"
"2488",0,"RT @apeyfan1: @Safeway @AmIAGoodPerson typical","2016-04-15:13"
"2489",-1,"I just got a full tank wit $5
Shoutout @Safeway for the gas points.","2016-04-15:13"
"2490",0,"@ProudNative80 @Safeway OK, maybe 40% Gay, lesbian and transgender.  Four bars in two are gay bars.","2016-04-15:13"
"2491",2,"@taylorelisaaaa this stuff is amazing for when you have a sweet tooth! It's at Safeway!! https://t.co/SWTYTiyJKx","2016-04-15:13"
"2492",0,"@ProudNative80 @Safeway It's the San Francisco Gay community resort in Sonoma. https://t.co/oCZYH6LQaB","2016-04-15:13"
"2493",0,"While I was looking through the Sobeys/Safeway liquor store flyer, I came across this. I never… https://t.co/s9WdmRjAGA","2016-04-15:13"
"2494",-1,"@WayneLambright @Safeway 
Very sad!  I'm an immigrant from Norway and everyone there receives a basic income to live on..","2016-04-15:13"
"2495",-1,"@ProudNative80 five people from the store committed suicide in the last year and a half. @Safeway suicides https://t.co/5Eklvhw7xf","2016-04-15:13"
"2496",0,"@WayneLambright @Safeway 
Half of your town is gay?  Really?","2016-04-15:13"
"2497",-3,"@ProudNative80 @Safeway there discrimination has created emotional pain and suffering and financial consequences. https://t.co/16cRBekEAd","2016-04-15:13"
"2498",0,"One of the guys from @ZZTop is here in this Safeway https://t.co/CS7WXFRL13","2016-04-15:13"
"2499",-3,"@ProudNative80 @Safeway I just hate being discriminated against when I've done nothing hurts my income anxiety. https://t.co/oytHEq9R2u","2016-04-15:13"
"2500",0,"211 Safeway Monopoly Tickets Unopened https://t.co/4xY2TOZ12z Ebay Snipe <U+21BA>RT, Favorite, Share","2016-04-15:13"
"2501",1,"Just ate an entire tube of Safeway cinnamon rolls after a 24 hour shift. I'm not proud of it, but it happened.","2016-04-15:13"
"2502",0,"@ProudNative80 @Safeway What's the difference.  1/2 the people think I'm gay.  I don't know why, I'm persecuted just the same.","2016-04-15:13"
"2503",-2,"@WayneLambright @Safeway 
Oh, sorry bud.  I thought they were harassing you because of your sexual proclivities.  My bad.","2016-04-15:13"
"2504",-2,"@ProudNative80 @Safeway there is no justice in the world Safeway hates gay people bullies their employees. https://t.co/MTAaSLfzcD","2016-04-15:13"
"2505",1,"@ProudNative80 make @Safeway safe. For everybody gay or straight. https://t.co/NOrR6BDT9p","2016-04-15:13"
"2506",-1,"Love that Safeway figured out that if someone really wanted a shopping cart, a quarter was still a steal of a deal.","2016-04-15:13"
"2507",0,"Disposable Mouthpieces fits BacTrack, AlcoMate, SafeWay Breathalyzers 500-Pack https://t.co/SGFCeb4htc https://t.co/BrpGcC3tJ4","2016-04-15:13"
"2508",0,"@ProudNative80 @Safeway Safeway has destroyed my life. I still have injuries from Safeway that haven't been dealt. https://t.co/f7moLUQ8HT","2016-04-15:13"
"2509",1,"Some beautiful #flowers at Safeway. #nofilter https://t.co/F0MXpVH5aQ https://t.co/6EUwaDehj8","2016-04-15:13"
"2510",-2,"@ProudNative80 @Safeway The abuse from them has put me in a terrible situation https://t.co/Dv52i9xnFX","2016-04-15:13"
"2511",-2,"@ProudNative80 @Safeway is liable for all types of egregious behavior https://t.co/bBZKJhIOdu","2016-04-15:13"
"2512",-1,"@ProudNative80 @Safeway yes lots of corruption at Safeway. https://t.co/SLJvx7eFJF","2016-04-15:13"
"2513",0,"#Safeway Stock-Up Prices.  $5 Friday.  Buy 4 Save $2 Deals  https://t.co/fXyZGIosUz","2016-04-15:12"
"2514",0,"50 Safeway Monopoly Tickets Is Your Free Gift With This Board https://t.co/mVrUEvrwWu Last Second Ebay Bid <U+21BA>RT, Favorite, Share","2016-04-15:12"
"2515",-1,"I really just tried to pay for my coffee at Peet's with my Safeway card. I'm so tired #help","2016-04-15:12"
"2516",0,"2007 safeway international amateur open results https://t.co/6LzejONMyc","2016-04-15:12"
"2517",1,"Also, the original Denver Nuggets franchise (1930s-50s) began life as the Denver Safeway-Piggly Wigglys.

Gotta love old time basketball.","2016-04-15:12"
"2518",0,"50 UNOPENED Monopoly Game Pieces Jewel Safeway Albertsons Vons Acme Randalls  - Bid Now! O… https://t.co/AiCUAOo3wS https://t.co/ipjeUIQhek","2016-04-15:12"
"2519",0,"50 UNOPENED Monopoly Game Pieces Jewel Safeway Albertsons Vons Acme Randalls  - Bid Now! O… https://t.co/G6uvoW0aN8 https://t.co/ezPfgnD99Q","2016-04-15:12"
"2520",0,"50 UNOPENED Monopoly Game Pieces Jewel Safeway Albertsons Vons Acme Randalls  - Bid Now! O… https://t.co/jW31p7ICnb https://t.co/jdoumHTjhr","2016-04-15:12"
"2521",0,"50 UNOPENED Monopoly Game Pieces Jewel Safeway Albertsons Vons Acme Randalls  - Bid Now! O… https://t.co/ngc081nCdy https://t.co/oZmn4NwgIX","2016-04-15:12"
"2522",0,"50 UNOPENED Monopoly Game Pieces Jewel Safeway Albertsons Vons Acme Randalls  - Bid Now! O… https://t.co/mBwabdsWQq https://t.co/wFCRq3SXBr","2016-04-15:12"
"2523",0,"#Delivery #Driver for https://t.co/sGiisevr71 needed in #Washington at Grocery Works . Apply now! #jobs https://t.co/O5z4QqX57h","2016-04-15:12"
"2524",0,"Sliced peppers anyone? :) #safeway #peppers @ Safeway https://t.co/C8oLz1V992","2016-04-15:12"
"2525",0,"My boss wants me to transfer with her to the spanaway safeway...  idk tho","2016-04-15:12"
"2526",1,"@DJNeonBunny @Safeway fun for friends &amp; family. LOL","2016-04-15:12"
"2527",-1,"@WayneLambright @Safeway Wow, the plot thickens!  Did you receive any sort of severance package?","2016-04-15:12"
"2528",1,"Trying to decide if I feel like driving all the way to Berkeley Bowl/Whole Foods or if I should just settle for Safeway.......<ed><U+00A0><U+00BC><ed><U+00BC><U+009A>","2016-04-15:12"
"2529",0,"@ProudNative80  Good feedback.  An employee of @Safeway told me to ""Suck a bag of dicks"" My being banned is a result of me being assaulted.","2016-04-15:12"
"2530",-1,"North Pole Safeway smells like piss and I want to smack the store manager","2016-04-15:12"
"2531",0,"Safeway Canada New Coupons: Compliments Seafood Fillets for $6.99… https://t.co/m6hnosn0iW ^.^ only 1 day","2016-04-15:12"
"2532",0,"Safeway Canada New Coupons: Compliments Seafood Fillets for $6.99, Compliments Organic Broccoli for $2.49, and... https://t.co/F6iuLCh8k2","2016-04-15:12"
"2533",0,"NEW JOB: Denison TX - Night Stocker - Now hiring br br Safeway is currently accepting appl... https://t.co/P1XoIkCg5q #Safeway #job #jobs","2016-04-15:12"
"2534",1,"Head to our Facebook page for a chance to win a $25 gift card to @Safeway! https://t.co/KhFq9jANtk","2016-04-15:12"
"2535",0,"@WayneLambright @Safeway 
You should hire a lawyer who specializes in discrimination lawsuits.  There should be a ton willing to take case.","2016-04-15:12"
"2536",0,"but if my life calling is a cashier at safeway forever... bro... lol","2016-04-15:12"
"2537",0,"Opened up my @Safeway (Open Nature) Greek yogurt to find half of it missing. <ed><U+00A0><U+00BD><ed><U+00B8><U+0092> https://t.co/Mxwv2jKW8Y","2016-04-15:12"
"2538",0,"RT @WayneLambright: I'll be suing @safeway and Don the Manager of the Guerneville Store.   https://t.co/2PWg7dGULg","2016-04-15:12"
"2539",0,"I'll be suing @safeway and Don the Manager of the Guerneville Store.   https://t.co/2PWg7dGULg","2016-04-15:12"
"2540",0,"@lilsmittyallday lotion from Safeway","2016-04-15:11"
"2541",0,"@Safeway has dozen eggs 99 centcan only buy 2 though
and @shoppers has capri suns for 99 cent, 10 pack","2016-04-15:11"
"2542",0,"Smoked sausage $1.99 at @Safeway after deals, save 50%!
https://t.co/KNPE3aJCyy
#Dinner #Breakfast #Brunch #Weekend https://t.co/Ua2RVFTRVL","2016-04-15:11"
"2543",0,"RT @NerdAlertNews: @Inked_Mortician  dropped a ring in the safeway parking lot. Silver oval W/ crow and dragonflies on it. :( Reward!!! @Ro…","2016-04-15:11"
"2544",0,"It's 8 in the morning, I'm not wearing a jacket and we're in the Safeway parking lot, can u not ask for my # plz...","2016-04-15:11"
"2545",1,"Last night's discovery was that I like Safeway fried chicken over KFC. Heck of a lot cheaper, too.","2016-04-15:11"
"2546",0,"Safeway Beer Buyer: I’d Like to Sell *More* Colorado Craft Beer: I’m Russ Novotny, the Liquor Sales Manager for… https://t.co/EwfKnekcSu","2016-04-15:11"
"2547",0,"Safeway Beer Buyer: I’d Like to Sell *More* Colorado Craft Beer: I’m Russ Novotny, the Liquor Sales Manager for… https://t.co/RqyVogHH3d","2016-04-15:11"
"2548",0,".@Safeway has you decided yet to become environmental stewards instead of parasites? Or U want me to shop elsewhere? https://t.co/7u9Q0PSPEq","2016-04-15:11"
"2549",0,"Safeway Canada New Coupons: Compliments Seafood Fillets for $6.99, Compliments Organic Broccoli for $2.49, and More… https://t.co/dAFRo9f97b","2016-04-15:11"
"2550",0,"Safeway Canada New Coupons: Compliments Seafood Fillets for $6.99, Compliments Organic Broccoli for $2.49, and More… https://t.co/qNyaO3yHBZ","2016-04-15:11"
"2551",0,"Safeway Canada New Coupons: Compliments Seafood Fillets for $6.99, Compliments Organic Broccoli for $2.49, and More… https://t.co/MLBxHsBjVB","2016-04-15:11"
"2552",0,"Safeway Canada New Coupons: Compliments Seafood Fillets for $6.99, Compliments Organic Broccoli for $2.49, and More… https://t.co/8aoSQuWPOq","2016-04-15:11"
"2553",1,"RT @brookieexoxox: These flowers at Safeway are beautiful <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>","2016-04-15:11"
"2554",0,"@Safeway just one @wmata stop from @UMD_CollegePark @HyattsvilleMD  https://t.co/Y61b9hGi39","2016-04-15:11"
"2555",0,"Safeway Canada New Coupons: Compliments Seafood Fillets for $6.99, Compliments Organic Broccoli for $2.49, and More… https://t.co/XCdVgAZsWH","2016-04-15:11"
"2556",0,"BS PHOTO bjw-600 International Safeway Store Mclean Virginia https://t.co/B2mTavX8c4 https://t.co/XTl2mrNawe","2016-04-15:11"
"2557",1,"These flowers at Safeway are beautiful <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>","2016-04-15:11"
"2558",0,"#TimTam  #GotItFree pick them up at Target, Safeway, Kroger, Harris Teeter, HEB","2016-04-15:11"
"2559",0,"Safeway Canada New Coupons: Compliments Seafood Fillets for $6.99, Compliments Organic Broccoli for $2.49, and More… https://t.co/FkwzQZHCEN","2016-04-15:11"
"2560",0,"@BEAV3R_13 I saw you at Safeway yesterday","2016-04-15:11"
"2561",0,"100 Unopened Monopoly Vons Albertsons Safeway Coupons &amp; Game Pieces California - Bid Now! … https://t.co/9O2hFEKkq6 https://t.co/DDuxhQzGEX","2016-04-15:11"
"2562",0,"50 Unopened NEW Monopoly Game Tickets - Safeway/Albertson's  - Bid Now! Only $22.5 https://t.co/Nl5Th7E6cS https://t.co/p6NpqlIt4G","2016-04-15:11"
"2563",0,"100 Unopened Monopoly Vons Albertsons Safeway Coupons &amp; Game Pieces California - Bid Now! … https://t.co/uOfNBu0Koy https://t.co/xkM9xuPkha","2016-04-15:11"
"2564",0,"50 Unopened NEW Monopoly Game Tickets - Safeway/Albertson's  - Bid Now! Only $22.5 https://t.co/9gDLdokiHG https://t.co/fbPE7GWPaL","2016-04-15:11"
"2565",0,"Check out 2016 Safeway Monopoly 130+ Game Pieces   https://t.co/sLk2vdgsnb via @eBay","2016-04-15:11"
"2566",0,"50 Unopened NEW Monopoly Game Tickets - Safeway/Albertson's  - Bid Now! Only $22.5 https://t.co/JysT99pQSu https://t.co/JpWUVC6iRm","2016-04-15:11"
"2567",0,"100 Unopened Monopoly Vons Albertsons Safeway Coupons &amp; Game Pieces California - Bid Now! … https://t.co/4PbhRFDKvB https://t.co/js7cSVotDm","2016-04-15:11"
"2568",0,"50 Unopened NEW Monopoly Game Tickets - Safeway/Albertson's  - Bid Now! Only $22.5 https://t.co/NbZtFVmkk6 https://t.co/vL78Q5400k","2016-04-15:11"
"2569",0,"RT @Laudpaulgablah: Safeway Estate: Investment firm pulls a DKM on customers - https://t.co/W0u8Cy9Thu","2016-04-15:11"
"2570",0,"50 Unopened NEW Monopoly Game Tickets - Safeway/Albertson's  - Bid Now! Only $22.5 https://t.co/120OsMmOGS https://t.co/VLGjrj98i2","2016-04-15:11"
"2571",-1,"The music that they play in North Pole Safeway. Makes me want to kill someone","2016-04-15:11"
"2572",0,"I don't know what this is, but it was in the produce section at the Safeway this morning. #SexToys https://t.co/kTs9PhBdj4","2016-04-15:11"
"2573",0,"Stain remover $1.49 @Safeway after deals, save 57%!
https://t.co/EZEsNFH154
#SafewayDeals #Spring #Cleaning #Laundry https://t.co/GJ46MVBMMt","2016-04-15:11"
"2574",0,"Crawfish pasta today *milly rocks to safeway*","2016-04-15:11"
"2575",1,"RT @dnakarrot: 1. Okay so Safeway has this monopoly thing going on where I guess you buy stuff and you get monopoly cards or something like…","2016-04-15:11"
"2576",0,"100 UNOPENED Monopoly Game Pieces Jewel Safeway Albertsons Vons Acme Randalls  - Bid Now! … https://t.co/8fsrLQ1bPd https://t.co/CsQSUPdy6S","2016-04-15:11"
"2577",2,".@DrOz is it possible to get crabs from making sweet love to the arugula at Safeway?","2016-04-15:11"
"2578",0,"100 UNOPENED Monopoly Game Pieces Jewel Safeway Albertsons Vons Acme Randalls  - Bid Now! … https://t.co/v0d7GvJpHz https://t.co/upJFAdecWq","2016-04-15:11"
"2579",0,"100 UNOPENED Monopoly Game Pieces Jewel Safeway Albertsons Vons Acme Randalls  - Bid Now! … https://t.co/vnmJSDUBVx https://t.co/B7nWnoo43V","2016-04-15:11"
"2580",0,"100 UNOPENED Monopoly Game Pieces Jewel Safeway Albertsons Vons Acme Randalls  - Bid Now! … https://t.co/IrkEa9Cm1e https://t.co/MXUkxxacOD","2016-04-15:11"
"2581",0,"100 UNOPENED Monopoly Game Pieces Jewel Safeway Albertsons Vons Acme Randalls  - Bid Now! … https://t.co/IrkEa9Cm1e https://t.co/ANDB9popSF","2016-04-15:11"
"2582",0,"100 UNOPENED Monopoly Game Pieces Jewel Safeway Albertsons Vons Acme Randalls  - Bid Now! … https://t.co/ixBp5hBn4b https://t.co/yiOjkSzK4v","2016-04-15:11"
"2583",0,"100 UNOPENED Monopoly Game Pieces Jewel Safeway Albertsons Vons Acme Randalls  - Bid Now! … https://t.co/HW9deBD3cM https://t.co/jc2TQkpoiZ","2016-04-15:11"
"2584",0,"100 UNOPENED Monopoly Game Pieces Jewel Safeway Albertsons Vons Acme Randalls  - Bid Now! … https://t.co/yMKRSf52dq https://t.co/hvGDFbIQe0","2016-04-15:11"
